hour,SOC,DOC,MBC,EEC
860,90.04150681,8.485198586,3.372483223,1.799519431
870,81.01315902,8.409664742,2.268357404,1.713067336
880,89.79154457,8.904924691,2.522839447,2.324578467
890,77.31368992,9.213261421,2.461142927,2.154834951
900,90.07000557,8.907902253,2.871751097,2.187527284
910,92.40098454,9.185194318,3.477743476,2.17827004
920,95.03499624,7.85262211,2.624176562,1.731735679
930,73.60790723,9.877731255,2.318630588,1.869098629
940,80.84476621,9.475519972,2.90813644,2.133521148
950,70.51043056,7.429816126,3.681732858,1.904023063
960,90.6378191,7.651476441,2.554809285,2.145134732
970,90.20645142,8.694321563,2.491912872,1.942140196
980,79.7954163,9.844550498,3.069888618,2.298993955
990,99.86500074,10.582997,2.989934035,1.896827919
1000,83.13090217,8.601995219,3.552264764,2.283509233
1010,98.91441581,8.990476424,3.515978742,1.965895632
1020,90.76524333,8.550407216,3.85539565,2.354561613
1030,82.6386379,9.133097815,2.56965485,2.283586213
1040,90.99994359,9.491369012,3.442370201,2.142062434
1050,84.04129129,8.985040486,2.504384785,2.296704512
1060,83.21056594,10.56590859,3.459390108,1.79509852
1070,102.5578471,9.117940945,3.512067467,2.175240597
1080,76.73024378,7.757020361,3.413420394,1.992181229
1090,92.83904331,9.641438101,3.281961224,2.325468449
1100,84.32478258,10.68924831,3.766166401,1.830452998
1110,81.61324773,8.839325723,3.446958994,2.301806491
1120,78.63556402,9.215634903,3.742666415,2.072043815
1130,73.19931783,10.74214834,3.336720365,1.758554618
1140,89.33128027,10.30192222,3.336411133,2.493896153
1150,88.93565347,10.07077321,3.279382185,2.210814195
1160,94.44378026,10.03476956,3.157696922,2.586595825
1170,98.41271767,8.78949462,3.224913925,2.522163024
1180,104.8328425,10.27002864,3.986201235,2.514371997
1190,92.93744238,9.37442778,3.661672465,2.357317861
1200,82.72501805,8.208028724,4.223754081,2.224792207
1210,88.25354792,8.404139659,4.219282542,2.478150163
1220,100.2109958,9.914383485,3.702630359,2.364726014
1230,79.11775969,10.38101093,3.309162775,2.336015401
1240,80.6297837,10.67518973,3.531987074,2.111459416
1250,75.61034918,8.340436627,3.936000725,2.328529522
1260,92.48579772,10.16801356,4.58431745,2.286154008
1270,100.4349305,9.407445419,4.218521188,2.387004145
1280,69.30702481,8.808136796,4.500373871,1.94988721
1290,84.72670752,9.90732426,4.112664779,2.519660207
1300,84.2590197,9.307978375,4.138857554,2.252649779
1310,71.2312048,10.80771623,4.301215438,2.592342108
1320,88.48492487,10.3737905,3.777220535,2.202272911
1330,61.44287286,8.654703091,4.6048891,2.222074684
1340,85.56358279,9.124213888,4.131323917,2.094227935
1350,79.30273133,9.496913731,4.346086587,2.283902803
1360,72.26299927,8.530609159,3.64013387,2.323816628
1370,89.29638359,8.475896241,3.869906234,2.218701957
1380,90.28703882,9.540812895,4.082982091,1.815156829
1390,92.27299019,10.85387106,4.133940574,2.332812111
1400,81.34921811,10.83471213,3.9969117,2.59928791
1410,77.70258018,11.006123,4.292590653,2.256030933
1420,87.8338632,9.851257964,5.152584489,1.986264758
1430,90.82806053,11.07091555,5.017863912,2.569485658
1440,77.66178608,11.15354375,3.836196428,2.918656641
1450,70.0810829,10.16968957,4.495145856,2.484358457
1460,77.44625192,10.36121732,4.924214475,2.472917759
1470,77.68072424,10.22095942,4.739518376,2.986009676
1480,87.47278563,10.82754482,4.398266215,2.76440487
1490,83.07547389,11.22902367,4.635708569,2.524209105
1500,78.13938493,9.668214191,4.25848443,2.507031539
1510,79.74969779,9.665185539,5.046806243,2.802588971
1520,72.83474504,8.932816349,4.956738803,2.89605314
1530,73.7463899,10.38519841,4.380288878,3.043999469
1540,73.50775244,11.3413815,4.517490041,3.09361588
1550,72.4674735,10.18972894,4.921265955,2.629996693
1560,72.99259556,9.502120303,3.963008173,3.032497967
1570,74.83001392,10.91664159,4.390188472,2.581162372
1580,75.98145273,11.23204786,4.12221686,2.616711414
1590,81.14194429,11.22592931,5.338893824,2.214477427
1600,69.46743475,11.73396778,4.623110662,2.556346303
1610,76.62457671,10.76016135,4.587871196,2.816116673
1620,81.5351086,10.44861825,4.52122298,2.925998003
1630,78.55619746,10.89130384,4.508125432,2.490868599
1640,84.42518706,9.876621424,4.84436699,2.550134888
1650,57.49564881,9.926524057,5.083955016,2.585975224
1660,68.11648836,9.761607103,4.340265405,2.700377216
1670,68.74234507,11.12650447,4.518633178,2.911303352
1680,55.69854548,10.39008271,4.592501516,2.747967237
1690,87.79609766,9.277452378,5.293898798,2.637663652
1700,85.27757855,11.87317196,4.286177065,2.73971395
1710,80.64138589,11.66760124,4.651243241,2.296107662
1720,80.10045451,11.71678388,5.083054103,2.719853972
1730,62.82224132,10.53365931,4.798468173,2.718990564
1740,56.26259891,10.23494038,4.747416782,2.472474828
1750,84.26985799,11.22579236,5.013215157,2.997076727
1760,79.43489501,11.42233882,4.802354184,2.581698389
1770,70.92853204,12.38359799,4.897543115,2.922702616
1780,77.42811147,10.46667359,5.606117743,2.905005522
1790,75.50082744,12.16361654,4.939081359,2.957345215
1800,65.57411092,10.10784117,5.270356626,3.194583492
1810,66.73696692,10.11709192,5.161162523,3.493921066
1820,62.92422559,9.869848859,5.611461275,3.03250597
1830,74.04582923,10.77381395,4.765601417,2.87098091
1840,70.86348018,11.63292728,5.712619332,2.832682005
1850,64.55144962,11.71428208,5.498578862,2.858344678
1860,58.42330995,10.34923626,5.390098877,2.846161827
1870,66.54006021,10.89080346,6.238246644,2.872182197
1880,58.73999678,11.74809136,5.410680027,2.5624356
1890,63.92309914,9.786441199,6.155694089,2.583345993
1900,74.895516,11.61239285,5.806910082,2.836057453
1910,65.945389,10.74982195,5.441844395,2.619742823
1920,72.41268324,9.962602777,5.546815244,2.756203069
1930,59.53467479,10.3078654,5.708194427,2.882839838
1940,80.44398306,11.90577412,6.08769634,2.865622773
1950,68.56144119,11.74653514,5.854422784,2.910319481
1960,67.09080758,10.92804095,5.128103126,2.445016796
1970,60.62100664,9.756042901,5.764872011,2.771314017
1980,79.62311563,9.926254857,5.040117763,2.368466114
1990,70.91435614,8.762662038,5.773513979,2.564077565
2000,71.89172632,9.739362494,6.624405178,2.862231459
