hour,SOC,DOC,MBC,EEC
1230,76.60637629,11.17441947,3.77153945,3.024436794
1240,82.32232906,11.35999254,3.581180189,2.423496501
1250,86.10716142,11.11578186,4.254114792,2.792829356
1260,82.86651911,12.25658511,4.364336642,2.556785031
1270,95.25938335,11.43740755,4.292548752,2.872401424
1280,85.47513336,10.4432329,4.39017809,2.670052305
1290,80.2530536,10.92982655,3.550483386,2.34167329
1300,93.66135197,9.487815771,4.513951937,2.718176429
1310,86.42775518,11.33334411,4.107463169,2.543706859
1320,79.98110916,11.75753736,3.955198049,2.68564525
1330,74.74179725,10.8480228,4.954523924,2.477983849
1340,70.42823387,11.73887296,3.747710421,2.571677463
1350,81.28818244,10.88232809,3.6715539,2.386038928
1360,86.90579209,11.54039529,5.018026967,2.366244263
1370,82.86540836,10.99156137,4.90894739,2.639013488
1380,83.18965668,11.75014188,4.63267437,2.645041051
1390,87.53013588,9.886155205,4.909633793,2.765726694
1400,83.93099041,9.922961336,4.292432437,2.804607699
1410,84.85574446,10.35895022,4.711497322,3.142340594
1420,88.86179976,10.36283201,5.296339681,3.008130446
1430,73.10359139,10.36668005,4.787477399,2.846546907
1440,72.49646624,11.02529859,3.764956441,3.21841571
1450,88.41521407,11.81613349,3.671942251,3.132133993
1460,83.52952612,10.71976094,4.789211891,2.800209107
1470,77.00627952,12.60941702,5.616933932,2.899509812
1480,90.15358292,11.48648361,5.762565763,2.879019634
1490,70.12873844,11.14758139,6.20908209,3.116913484
1500,68.38964985,10.56729398,5.492834286,2.97529908
1510,69.36352412,11.12488688,5.281379562,3.259543881
1520,71.54908624,11.25158672,5.842732455,2.997058749
1530,72.35157679,11.37742787,5.907752973,3.052118266
1540,78.65998896,10.97869504,4.40193594,3.022307875
1550,89.14611644,11.70222363,4.356610994,3.369662237
1560,80.18820052,12.24056409,4.363984832,2.904543175
1570,73.72572188,11.97028759,5.815506243,3.508425282
1580,63.78841679,12.03770699,6.330447212,3.091023286
1590,85.2933266,11.71836967,5.648433017,3.568592332
1600,85.33369045,11.84725409,4.583998272,3.13664498
1610,78.04415415,13.57166879,6.237185776,3.20708262
1620,66.17361104,12.6370907,3.467172422,2.952908044
1630,71.44471718,13.73223863,4.412840555,3.186213157
1640,69.89990054,12.6494752,4.054310462,3.206815521
1650,76.6986344,11.28161399,5.683633364,3.042308692
1660,65.8600872,13.08217197,4.567156248,2.321164195
1670,72.76068677,14.39721423,5.755819759,2.844672577
1680,76.47903232,11.62449694,3.512638481,3.050599489
1690,72.08173503,12.15027342,4.978086008,3.010035025
1700,70.75609411,12.25789481,4.428912631,3.406214496
1710,77.8975219,13.99792051,4.976930829,3.124301112
1720,74.74204109,12.96836312,3.829590181,3.471323933
1730,70.02174219,12.75234874,5.388983546,3.211133046
1740,68.46748801,11.57803138,4.054403743,3.109270812
1750,67.97779559,11.44696469,3.494359348,3.841190829
1760,78.23312789,13.07669338,4.542784688,3.323735347
1770,73.66837518,14.00802698,4.450013178,3.389455837
1780,68.22765866,12.19631675,5.538304084,3.948710782
1790,63.92763121,13.75314286,5.028718419,3.285474525
1800,71.83380509,13.25651114,6.373230306,3.735298349
1810,67.22169514,13.46752849,4.835131178,3.473452715
1820,58.94483606,12.51610941,6.292945441,3.368175985
1830,69.52719354,14.0623405,6.539367335,3.393965748
1840,72.43080207,12.83451067,5.950213873,3.287017322
1850,72.17668827,13.13733856,5.198602021,3.500069898
1860,74.14977664,13.08191978,5.833152641,2.899666784
1870,62.45812503,13.3188703,4.65974117,3.670866074
1880,76.68785463,12.45184104,5.47047057,3.361322705
1890,66.73875506,13.42685545,5.033091219,2.474034655
1900,61.90921208,12.01617496,4.713676935,2.903755323
1910,53.33469336,13.16134527,5.323145589,2.654898557
1920,71.8947995,10.9613479,4.037960574,3.270188897
1930,61.32018131,12.64896432,4.678698477,3.407070078
1940,64.69550053,13.27152249,7.222546098,3.474639153
1950,67.40159562,12.19216778,6.791804765,3.464535261
1960,53.9385389,13.35531932,7.117576584,3.005005311
1970,74.97161523,12.57548281,6.974918536,3.477641539
1980,61.76199726,12.22016648,6.755056387,3.254408362
1990,70.62747728,13.00394144,6.330622788,3.033578444
2000,63.22813254,10.85368178,6.997904024,3.637131957
2010,57.7425518,12.71789114,5.175267597,3.976603925
2020,67.02669828,12.34901219,6.123612517,3.048854137
2030,76.08856759,12.00658668,6.450763618,3.299478448
2040,50.4995678,12.05615066,6.900526353,3.064020781
2050,42.28783751,12.94975464,7.030564969,3.772364706
2060,75.41540213,11.37098756,7.1796556,3.775409333
2070,61.69647827,12.4753008,6.861677066,3.266460153
2080,54.7507688,12.79932258,6.74080876,3.276278056
2090,59.65354986,12.68694245,6.952401393,3.383198754
2100,64.61166392,11.24468361,6.697471474,2.966314168
2110,67.90389258,11.65867941,7.176630058,3.716198216
2120,65.89266345,11.16098369,6.907688754,3.495828264
2130,65.67220669,12.72239351,7.766982576,3.529850074
2140,65.50932932,12.1372753,7.869266834,3.600425424
2150,70.29513467,11.9093417,6.678371481,3.204274079
2160,50.5434315,10.71099432,7.022897145,3.324860659
2170,57.77468966,12.36629206,6.374221961,3.360479133
2180,65.541003,11.38543016,7.502082874,3.192166721
2190,64.62683306,11.21312954,8.441251516,3.540308564
2200,60.43309454,10.38616697,7.436259139,2.800183968
2210,61.07671124,10.49120988,7.376257343,3.538907796
2220,67.38862695,11.11099713,7.60543132,3.412879369
2230,61.47226065,10.01552887,8.052176699,3.412929653
2240,72.90001658,10.98428329,7.45558655,3.451841896
2250,69.11464211,11.16294741,8.032114701,3.218652443
2260,56.98366927,12.77676892,7.177144556,3.110448734
2270,56.36209959,12.0947673,7.405233699,3.490691126
2280,65.45819888,10.87674403,8.578837222,3.678595284
2290,60.03706613,10.69226098,9.038720348,3.587095254
2300,53.41950555,11.0486911,7.239781633,3.163275147
2310,51.00419228,11.11514443,8.1398603,3.658217964
2320,57.7746835,10.03178412,8.943445235,3.341544486
2330,62.13426382,11.08562294,8.309491048,3.406327619
2340,49.07528956,10.23505373,6.567554828,3.026427193
2350,45.78372263,10.8767905,7.42499718,3.494147829
2360,38.85861767,11.37778466,6.699623471,2.893765245
2370,51.35958897,8.028045045,8.393522965,3.354420039
2380,61.11813909,10.28873283,8.702619726,3.242042754
2390,63.04317103,8.955356899,8.027681111,2.853852591
2400,43.47619309,9.287864158,8.251306151,2.855987464
2410,57.6150602,11.65441383,7.653783307,2.774123381
2420,62.493714,9.292383202,8.145918477,2.875689701
2430,53.79868013,9.661923602,7.713127792,3.362636953
2440,52.52822513,9.224451471,8.089645043,2.708846629
2450,53.43474455,10.90084079,8.112881702,3.394470166
2460,48.5540636,8.754930254,8.506608346,3.096400248
2470,40.41278892,10.12093407,8.022896344,3.466833859
2480,53.39111461,7.936021581,8.692631808,3.022975682
2490,47.49805848,9.643183865,8.550672645,2.711774664
2500,44.13493469,9.131289393,8.970673364,3.271893284
2510,44.57649662,10.80400336,8.540489814,2.947345346
2520,54.55699329,8.628132144,8.905240068,2.988118205
2530,57.76241423,10.08465481,8.275941844,2.758626057
2540,51.84526286,7.155270792,9.078863103,2.751739236
2550,41.3274073,8.72134305,9.042270612,2.084250208
2560,60.20857981,7.619264136,9.39918902,2.841401913
2570,53.45418632,7.810470171,8.736220409,2.728383753
2580,49.97135148,8.907515923,9.045328291,2.516177562
2590,38.19869813,7.263768933,9.341708408,2.337757393
2600,52.90684644,7.949787194,9.475951462,2.425044789
2610,53.98686099,7.720050454,9.277020987,2.481992856
2620,52.34250487,8.22228519,9.574143902,2.934365333
2630,63.59569956,8.179002365,9.427590224,2.966087411
2640,55.0338418,8.904042939,10.16836699,2.237772852
2650,53.002559,8.497567985,9.99593303,2.876014908
2660,48.02941463,7.319027268,10.09245048,3.068863878
2670,48.44174061,6.122288592,8.401392538,3.083570211
2680,45.66509824,6.834963935,9.855359463,3.018965836
2690,47.2356381,7.812479645,8.869569159,2.917614558
2700,60.22088998,6.899177715,9.824422425,3.32409818
2710,54.22229535,7.095647997,8.547188818,2.839619218
2720,42.64987161,6.410884439,9.311089936,2.688541705
2730,42.37092565,5.883045763,9.088053143,2.790950001
