hour,SOC,DOC,MBC,EEC,CO2
0.0,54.510327221395556,4.290606859727914,1.843006403047279,1.0852524957589622,0.00569696471732128
10.0,58.18527053451239,5.2857848849055635,2.6497511551353257,0.9045341309639523,0.005982587759103066
20.0,63.01953342458229,5.905478592549943,2.113012059280685,0.9677862895665036,0.004068571742586177
30.0,59.68106554697725,4.591627618655311,2.102045843604366,1.010485530552861,0.009218895319712575
40.0,62.2277781656501,4.760037710073751,2.5411144287636813,1.004119776140585,0.002445050425799034
50.0,51.84636389898574,4.1612622378432755,2.0424879658169717,1.103812882549662,0.007392102415847204
60.0,59.08294908683342,6.2106110308500915,2.0394834507335307,1.154207524551296,0.005447335348823271
70.0,61.714571954759485,4.4158179896343,2.1600753902140886,0.9799949585018671,0.004213830018671734
80.0,63.88029526424921,4.794942169394549,2.9276335092702284,1.0429406628042905,0.006716608812348023
90.0,60.472672904873015,6.574166693081152,2.919211373852015,1.1284330150480204,0.0025108591390334304
100.0,64.1638027503599,5.511767446402344,2.011407796057135,1.070592279626775,0.009058127139296887
110.0,55.9723579689177,6.279819324664947,2.440093632821982,1.0108145225957437,0.0031795792125007094
120.0,58.558636609611334,6.284638591811602,2.158814336250654,1.0895425648938475,0.007523237403056306
130.0,57.93164860637293,5.576761630635099,1.7968771486335156,0.891129124398065,0.007395492525195984
140.0,59.664003870658355,5.147002775580972,1.7757182316788436,0.9750100797337552,0.0032958629862266517
150.0,66.59063310977497,6.009281727909608,2.6017060143126223,1.0844917893141777,0.007916496402249321
160.0,58.05887376834077,6.13389516229419,1.9225940270326636,1.2720458375324755,0.004004112788223615
170.0,69.04276067767717,6.6054792477480815,2.305526564756552,1.142048310332581,0.006523358558939618
180.0,58.62739805208346,6.223687644456125,2.7954455214618434,0.906550671960148,0.006240924634326385
190.0,58.2888106369366,6.374720869901622,2.5657883195927886,1.063424467974907,0.004303364899529676
200.0,59.02848617005552,6.827846632605082,2.07234260577212,0.9450708357710623,0.007359865781348735
210.0,53.62110812207503,5.5404556220263945,2.2054478466527976,1.0386794842298794,0.0038326356510348194
220.0,57.94993444215245,6.789099861174239,2.33435385882851,1.1205331746832567,0.008082924060113812
230.0,56.68196526270882,6.090540915379123,2.1169776627450854,0.928739428575114,0.004948944419009131
240.0,58.530296116323974,5.9917061135892,2.099421265484105,0.860868981462325,0.005242858001247488
250.0,57.62206191215516,7.357698210128078,2.0580976156701265,1.2561314130802252,0.008369972821369625
260.0,60.12490243301815,5.781986070786551,1.7457091874131596,0.955741797644765,0.002995084404443243
270.0,56.42869400127466,5.415727870313923,3.062253791646085,0.9090598272435271,0.007782480419788536
280.0,52.52427974750978,5.740265901843745,2.7433946623843783,0.9984372754648689,0.004569417304874196
290.0,65.53858161268178,6.600953284398063,1.9975595842606755,0.8862849918660016,0.006249852929588976
300.0,55.51842651023085,6.455858563087972,2.6111676680951126,0.7150968030672238,0.006207015193388469
310.0,59.94634789358083,6.452878339572567,2.2760518945557626,0.9788264542340028,0.0032925023409468178
320.0,54.273798966881394,6.818082334954973,1.4384984374443364,1.0083851751698885,0.008063978263820942
330.0,64.84249827930508,6.515804309374488,1.9873337948963754,1.1309122501748636,0.0027010733189729752
340.0,56.24224204205025,7.3707464326004635,2.1989066889436355,0.8925599721426446,0.01100533820413437
350.0,54.34161962902474,5.4514237749421675,2.2001870306953224,1.0488532163462219,0.003379928948196498
360.0,58.20817003385536,6.0242896664043535,2.602381636575459,1.023532865323428,0.005393746186566452
370.0,63.377816508661255,6.966847870882603,2.9777764550025907,0.6960675111728851,0.00847931928750811
380.0,58.26483422108046,6.895510225298493,2.4837698594249,1.1520696076800987,0.004786511932761285
390.0,52.63555267102812,8.249858953216755,2.0659808070503054,1.0848943652274794,0.010113313309628022
400.0,46.13897761185467,6.157038698750822,2.3819823330899528,1.065118105376879,0.005955863659601201
410.0,54.27434731262888,8.41473305389827,2.406619000341852,0.9853742385745874,0.009411210005606605
420.0,49.24472127971492,5.788504498030412,1.6258794211981877,0.9817242725154334,0.005839375939424627
430.0,52.573185998731155,7.2165056023905185,2.2900367147697,0.9984395582006548,0.005569135481295514
440.0,59.05105565878117,6.558458325764243,3.1644037718963287,1.1401690324183587,0.009939510547370358
450.0,53.260311206515354,8.134807559469357,3.157253649263887,0.8628238357044803,0.0065437329165879445
460.0,52.39431936009723,7.055897101780817,2.7834244202030485,0.9815432837646526,0.009928651271396272
470.0,54.481995898838434,8.349240965230976,2.492954486165252,1.1397285110071544,0.006206578724622633
480.0,58.00554891440934,5.498555032085711,1.9474070992145025,0.9439746816053058,0.006032170545425993
490.0,57.18948769730422,7.26172723456809,2.0770098638355274,1.0471320106053343,0.008558905198137168
500.0,48.106923233343,7.515508553472977,2.5805306973114877,0.8337418591659378,0.004438195687248234
510.0,60.43047949292305,7.792224196813438,2.791776865159275,1.1228723646195962,0.012057918723159965
520.0,56.651843255437875,7.345713766395895,2.512335583042387,1.1893123860090382,0.006507303638589979
530.0,53.93102615007213,7.588160991713757,2.9763107775035107,0.8012945319881662,0.0073539810770722695
540.0,60.73619607840865,7.821118124363376,2.869151614098026,1.0965104066257119,0.008030619525903933
550.0,59.04043264975637,7.377944099782478,2.7275815121491243,1.029566257630218,0.005936888490340024
560.0,63.45842313282199,7.997253187169153,3.017428062044523,1.0034906175159288,0.0106745798468608
570.0,57.96145876959993,7.1993158977055955,2.5221477208006284,0.8201173032583319,0.005338878791692995
580.0,52.80194863346313,7.284286111506502,2.426838537848794,1.1414846307141366,0.012695066314955834
590.0,41.199892991250174,8.605806169088924,3.1195349247229336,1.0548569033610278,0.007657322720879267
600.0,56.22663401506241,7.077670531418234,2.6763155897568445,1.1837970905563129,0.008807322968051154
610.0,49.62242531577651,7.692217229884898,3.1315765254000563,1.0813243501117973,0.008207245662455174
620.0,54.81141234600951,7.110945197420787,2.6912533587469185,0.9263457914668648,0.007947852717299702
630.0,46.48481214284559,7.124867088056083,3.4668790764947253,1.2013466563538406,0.013219002733120483
640.0,52.36504250823765,8.866920380197653,3.125886680599631,0.9954052613476125,0.008156866624513943
650.0,52.85724354667312,7.524208236078077,2.3274992345495633,1.0260805401156408,0.01240258597998876
660.0,41.26453271483557,9.318395486120892,2.9154046874629564,0.9706615891300754,0.0063659253519399595
670.0,56.591043387472425,8.707441133548183,2.6199161129741397,0.9659428270975065,0.008566061718815656
680.0,60.15171773430864,8.468538713693949,2.7715108544449714,0.8608913916940472,0.0119181381739331
690.0,54.092096659460324,7.473045612451808,2.654659114774088,1.2553402004714311,0.006304849741268147
700.0,55.04784430200079,7.509003892048531,3.53467201201891,0.8925718003867478,0.013968435094917008
710.0,56.66391214491938,7.787060021396068,3.126406857223053,0.8230603312176555,0.0072495701682587154
720.0,44.39744963540767,7.517232379884781,3.0252368414379704,1.0523184490134891,0.008813445314266618
730.0,53.28722007659027,6.87966185450084,3.408448863707089,0.9478612070957952,0.012281461466133526
740.0,45.80786995882225,7.288246587017132,2.930036832097431,1.1434645914926145,0.0049808642127270345
750.0,60.325190471273565,7.828536721515426,3.036564709108526,0.928447310720135,0.014200304131480409
760.0,49.63836989349825,8.881511327509667,2.8476866776646594,1.1257684852581633,0.004227360984132555
770.0,53.22124572169283,7.528075513122579,3.106513783307017,0.9755210687055745,0.01209360943228905
780.0,45.660939756122744,9.232449160853825,2.7687225605034103,1.1197759548278197,0.008371631594407068
790.0,56.044805945638736,7.6341483404714525,2.8498782467520285,1.0771687983238518,0.006808848179842302
800.0,56.576156157044196,6.928720010785102,3.512813732423332,0.888291261780372,0.013853695600793005
810.0,50.82430881244784,7.9204656933769595,2.4517100157551757,1.1193486094251293,0.006031292272891347
820.0,54.26325679891031,8.875108084332194,4.171168493270863,1.0034920380102141,0.012507216629868445
830.0,47.4095409561307,9.305643733906686,3.610914244912022,1.1389029914432873,0.00809366859788103
840.0,50.25164458839851,8.746227840140776,2.853471673064349,1.1007772753654028,0.010375895533371213
850.0,55.00988453209893,6.9159468080049304,3.775730591297359,0.9457007235019371,0.010396182241281639
860.0,48.44177750895995,8.389066149949397,3.183472481056514,0.8542000940757728,0.008599867018628467
870.0,58.38105582021466,7.8291317496868205,3.5335107668925634,1.1271152632388797,0.013196912079060366
880.0,58.12064162251791,8.063021347039886,3.1629914621761612,1.0193421580299364,0.00758463077318631
890.0,55.317301593882796,7.210509876363277,2.689202907583301,1.0462299112258102,0.015507926563071045
900.0,54.016553786591295,7.674243686635778,3.3785733223414844,1.0269556575540169,0.009731908026659242
910.0,46.139203469774564,8.578181029948846,3.272423557970249,1.1695907530407579,0.008561354751331993
920.0,52.59414000788394,7.928058766900549,3.527836021702507,1.2152620841899737,0.013235743838466136
930.0,45.21901459184589,8.231740555577188,2.854302730474907,1.13281191331293,0.0074286376113625475
940.0,47.25596803915471,7.882354037120193,3.089858976438895,0.9044833014583368,0.014940349886267804
950.0,54.14696954376579,8.519126680356594,3.4423157990123885,0.8590701650609591,0.00951011471332306
960.0,44.50959409191805,8.908629869423955,2.7621024590544874,1.0960226437402731,0.012158416282904927
970.0,52.5815799380718,7.147351422606105,3.366407475046095,1.0574149893352152,0.013668036507608845
980.0,45.982757554709345,8.824194822733135,3.2903206930371702,1.064292290183063,0.007727817695912341
990.0,49.847232649704075,9.087029082918926,3.357174106595805,1.0314701744133172,0.01588618636005196
1000.0,51.101686912114914,9.25885269152069,3.764957290599154,1.2107669476957437,0.007878515204170228
