hour,SOC,DOC,MBC,EEC,CO2
0.0,92.94365499638974,2.5336686370536956,2.119178519400364,2.372247424279442,0.005524844982934665
10.0,100.62980761484756,1.288561031006903,2.4170580220762243,1.8325619111151652,0.0018993112349697241
20.0,104.92735621393265,3.553003328742074,1.377224392877003,2.145534743378857,0.0025899484517439434
30.0,98.17526210710656,2.2178510323635394,0.824308291469462,1.9590144263332907,0.005503165163890526
40.0,105.46719772980906,3.5509386991070335,1.6150378804482077,1.886556130656759,1e-05
50.0,95.3515932832849,2.356619158460878,1.5327259999895493,2.074913856899837,0.005630491635915401
60.0,87.49590176649293,2.1892764451970597,2.5377839431442304,2.2554102904693485,0.005796732984109836
70.0,93.92640696229785,3.319129788465151,1.3466408777626366,1.993853630898529,0.0030430577020022025
80.0,99.76220012498727,2.477857714449404,2.75089730339695,2.0379651056268684,0.005596518971295354
90.0,97.23590068020322,2.5345677691319493,1.6451170751198856,2.0385260064779755,0.004043696170487655
100.0,94.28012880226244,3.082854688427287,3.053560369024431,1.7082837917587606,0.005538162372842261
110.0,109.17997009127967,2.528996551261088,2.3844852845947866,1.5423040785297848,0.003282148846860101
120.0,102.78088885750398,3.7615591599942597,2.138200267549313,1.9031368329673084,0.007500692020450879
130.0,89.64629969931798,2.976190105982294,1.8508219786835562,2.0371865890391803,0.004336454531434409
140.0,100.64918793193563,3.9610584880303703,2.244171568995466,1.9363571526757062,0.002948535800425806
150.0,105.07716985747645,3.6801198964350417,3.6025563597717585,1.8767503799532723,0.0077006437103473505
160.0,103.29906406107588,3.7681186935102624,2.0302995306120875,1.988173266246406,0.004128491991889936
170.0,102.33250864415777,4.237617439339952,1.0050315746322944,1.780322749349238,0.005705892509116677
180.0,90.37618468555763,2.920763519969551,3.5218892489569074,1.783983663306754,0.004759951510598351
190.0,99.52199028017098,4.79222181261833,1.936268016824549,1.9772531503082986,0.004169689853543113
200.0,95.49449610476064,3.2068551941941603,1.625124046140885,1.8868042851981306,0.007033613381969965
210.0,88.76398456544136,3.5220345032082276,1.4103730072017353,1.6920971497100323,0.0034977026963355804
220.0,99.88645824077199,4.632644892740026,2.690865979721335,1.742539610975592,0.008064878013102201
230.0,106.27962007861785,2.6518559507621475,1.67569550420628,2.1282976467085035,0.004858819132776576
240.0,94.6537092226702,4.526492528923452,1.0352154332307038,1.8976840103531114,0.006123696525065615
250.0,92.44355749174012,4.354033179089795,1.7214706573204392,2.6817574004052824,0.0074390988299621805
260.0,90.86945246606709,4.187723351458632,2.098231994150617,2.1970394232356245,0.001645269460973764
270.0,86.11071023271523,2.972391225996093,3.577948689410568,2.206413390012803,0.00927865093642151
280.0,100.57953610802423,3.590303642988695,4.2117417962224675,1.6138525168838234,0.0018010634862084575
290.0,86.36890489877712,4.748907031478249,1.4764147115769237,2.1345373396254455,0.005494638234769685
300.0,83.80900693925336,4.192239628582409,3.351305484053677,2.3305562789699135,0.007595410143967251
310.0,98.79276548577569,3.246157618453923,1.6067471054183395,2.226056295099061,0.001580453329526141
320.0,93.01785605373976,4.699434594244615,2.2555252543329924,2.2836502487631325,0.009196684422607022
330.0,92.98532786345406,4.031113935478224,2.1763622035438,2.832424544719873,0.0035796050559276918
340.0,86.36225520744077,6.796913818611247,2.0727912639590316,2.27454521167262,0.008901409331538192
350.0,79.32490166767867,3.395900617242776,2.615242185044571,2.6505453167140964,0.0038328394229462676
360.0,109.73523219757296,3.914384413660439,2.544587751038632,2.3435345098962763,0.005366450082960524
370.0,100.33977597076606,4.696849181649895,2.969249844595572,2.267692283471791,0.011269407749723579
380.0,97.66271365425811,4.897530911623681,1.655894316837223,2.146803881900217,0.005960490457247902
390.0,102.21796440534824,5.797333331496764,1.9838258862860623,1.680744057118675,0.010232566042876423
400.0,84.54089089855712,4.789887146819481,2.4838197434485076,1.9347571970180486,0.004953003816430018
410.0,105.96244019208466,4.472082975904133,3.007165501696157,2.4307390391003008,0.007941139810400422
420.0,88.16803462437599,5.874281142399434,2.6685704292481454,2.0381523675877586,0.008862597230498296
430.0,104.18836419150963,5.6007214860214765,2.4974535052689673,2.618991152494202,0.008742398807146699
440.0,91.34609114664323,5.823037788484509,3.594403123830644,2.5254478704366754,0.010511172217064456
450.0,93.06294084080324,5.7338004219565075,2.3435534402297185,2.3655041343911347,0.004354524452794027
460.0,96.00271643180083,6.80271300860281,3.56842660422128,2.049390528270697,0.01541589445220644
470.0,88.84128022507545,6.3493880057446495,4.5276239992730405,2.126318264309709,0.006208404091742545
480.0,106.4545118626925,7.310767746457959,3.4792946606315347,2.453225048049299,0.008964444849076336
490.0,90.28753552583217,5.762033499173317,3.0104805660244858,2.2298315277110046,0.007370095558041977
500.0,90.58224927389551,6.14973213719493,2.6371576776532932,1.9220563163023638,0.0040443983468526415
510.0,95.46116380234254,5.793788089794153,2.3504013752837993,2.327894211587417,0.015101657911362268
520.0,87.73656838643925,6.3162734341053275,3.1060704209258483,2.2502045318929533,0.005740181557321789
530.0,88.43133161226658,5.910627608580765,3.285139485707921,2.837382453935626,0.012187732104045456
540.0,98.83273638709498,7.443487190183359,3.604786036236322,2.187012029929237,0.008950777199223384
550.0,86.37645230171377,6.09907243737726,2.6889646369074858,1.75924253057569,0.008099321976755967
560.0,85.68397675221078,7.1513539071414955,2.3754876012940604,2.2177977743153074,0.012323189622229875
570.0,101.28098236904222,7.16644583822807,1.4945161778271945,1.966307231921266,0.0054640286861145655
580.0,96.30336535158554,6.908614557159774,1.3306239643255753,2.235488551465917,0.011160053221068618
590.0,95.52190585837387,6.926985291943368,1.269229300492508,1.9161478860069592,0.0063454209473018395
600.0,85.4148111774257,7.483101105827465,3.5769173379665538,2.040577084368976,0.007023883658458375
610.0,88.34916297093456,6.528463901868719,3.5811258174410927,2.1872870082182363,0.009041345112536233
620.0,83.5413670792886,7.798065148302227,3.1174494609212013,1.8823424974701344,0.0031067427110123822
630.0,99.07897341009807,7.986050411556515,3.3558919035120267,1.5433908150761417,0.012819398210913421
640.0,95.75527748182645,7.62371381854909,2.6523174719128813,1.955928242415087,0.0061532004822051085
650.0,99.36454920415748,7.968040146937929,2.3779381129625037,2.2536199280784928,0.008733881190200276
660.0,84.45073364787939,6.48310405425474,2.8278848218105663,2.1163727821346905,0.00946343035209192
670.0,94.36312378848325,6.655476602687285,2.412525509643946,1.9976247456314478,0.006037041837373042
680.0,96.27653367420388,7.637831536779409,3.1140060900794833,1.7875660240372777,0.011740571061492837
690.0,78.98297177435971,8.23563017111462,2.03336535154414,2.479286598075428,0.005505399019901449
700.0,88.62834204933543,6.083918752329001,1.9852453000407642,1.7820639866884695,0.014147007826882378
710.0,91.33390792938347,7.956894177584736,1.3485883461047876,1.8354191837464877,0.009135610379540783
720.0,84.69862185014364,7.840887768347008,2.7543893924990472,2.2746514200027175,0.010905022666582968
730.0,86.43326607847573,7.956583521817983,2.3854686841843624,2.4449107085219515,0.010508691557388537
740.0,93.2615456837004,8.081212184431486,2.4951745022746414,1.7673606263396588,0.0055770887935865975
750.0,87.77087012848088,7.431211508436403,3.1200114301326796,1.9916695148162549,0.014072959427854081
